Prefix               Next Hop             Interface
171.64.2.192/29      172.20.4.1           TenGigabitEthernet2/1.2
171.64.2.200/29      172.20.4.161         TenGigabitEthernet2/1.2
171.64.7.0/27        172.20.4.1           TenGigabitEthernet2/1.2
171.64.7.64/27       172.20.4.1           TenGigabitEthernet2/1.2
171.64.7.96/27       172.20.4.1           TenGigabitEthernet2/1.2
171.64.7.128/26      172.20.4.1           TenGigabitEthernet2/1.2
171.64.7.216/29      172.20.4.1           TenGigabitEthernet2/1.2
171.64.7.232/29      172.20.4.1           TenGigabitEthernet2/1.2
171.64.7.240/29      172.20.4.1           TenGigabitEthernet2/1.2
171.64.8.0/23        172.20.4.1           TenGigabitEthernet2/1.2
171.64.10.0/23       172.20.6.1           Vlan3
171.64.12.0/25       172.20.4.1           TenGigabitEthernet2/1.2
171.64.12.128/26     172.20.4.1           TenGigabitEthernet2/1.2
171.64.13.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.14.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.15.0/27       attached             Vlan291
171.64.15.0/32       receive              Vlan291
171.64.15.2/32       attached             Vlan291
171.64.15.3/32       attached             Vlan291
171.64.15.4/32       attached             Vlan291
171.64.15.5/32       attached             Vlan291
171.64.15.6/32       attached             Vlan291
171.64.15.7/32       attached             Vlan291
171.64.15.8/32       attached             Vlan291
171.64.15.9/32       attached             Vlan291
171.64.15.10/32      receive              Vlan291
171.64.15.31/32      receive              Vlan291
171.64.15.32/27      attached             Vlan291
171.64.15.32/32      receive              Vlan291
171.64.15.45/32      attached             Vlan291
171.64.15.46/32      receive              Vlan291
171.64.15.51/32      attached             Vlan291
171.64.15.57/32      attached             Vlan291
171.64.15.63/32      receive              Vlan291
171.64.15.64/27      attached             Vlan292
171.64.15.64/32      receive              Vlan292
171.64.15.88/32      attached             Vlan292
171.64.15.89/32      receive              Vlan292
171.64.15.95/32      receive              Vlan292
171.64.15.96/27      attached             Vlan292
171.64.15.96/32      receive              Vlan292
171.64.15.120/32     attached             Vlan292
171.64.15.121/32     receive              Vlan292
171.64.15.127/32     receive              Vlan292
171.64.15.160/27     attached             Vlan291
171.64.15.160/32     receive              Vlan291
171.64.15.175/32     attached             Vlan291
171.64.15.177/32     attached             Vlan291
171.64.15.178/32     attached             Vlan291
171.64.15.179/32     receive              Vlan291
171.64.15.185/32     attached             Vlan291
171.64.15.186/32     attached             Vlan291
171.64.15.187/32     attached             Vlan291
171.64.15.191/32     receive              Vlan291
171.64.15.192/27     172.20.4.1           TenGigabitEthernet2/1.2
171.64.15.224/27     172.20.4.1           TenGigabitEthernet2/1.2
171.64.16.0/25       172.20.4.1           TenGigabitEthernet2/1.2
171.64.16.128/25     172.20.4.1           TenGigabitEthernet2/1.2
171.64.17.0/27       172.20.4.1           TenGigabitEthernet2/1.2
171.64.17.64/27      172.20.4.1           TenGigabitEthernet2/1.2
171.64.17.128/27     172.20.4.1           TenGigabitEthernet2/1.2
171.64.17.208/29     172.20.4.1           TenGigabitEthernet2/1.2
171.64.17.240/28     172.20.4.1           TenGigabitEthernet2/1.2
171.64.18.0/23       172.20.4.1           TenGigabitEthernet2/1.2
171.64.20.0/23       172.20.4.1           TenGigabitEthernet2/1.2
171.64.22.0/23       172.20.4.1           TenGigabitEthernet2/1.2
171.64.24.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.25.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.26.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.27.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.28.0/24       172.20.4.161         TenGigabitEthernet2/1.2
171.64.29.0/24       172.20.4.161         TenGigabitEthernet2/1.2
171.64.30.0/24       172.20.4.161         TenGigabitEthernet2/1.2
171.64.31.0/25       172.20.4.161         TenGigabitEthernet2/1.2
171.64.31.128/27     172.20.4.161         TenGigabitEthernet2/1.2
171.64.32.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.33.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.34.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.35.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.36.0/23       172.20.4.1           TenGigabitEthernet2/1.2
171.64.38.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.39.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.40.0/23       172.20.4.1           TenGigabitEthernet2/1.2
171.64.42.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.43.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.44.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.45.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.47.0/25       172.20.4.1           TenGigabitEthernet2/1.2
171.64.48.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.49.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.50.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.51.0/24       172.20.4.1           TenGigabitEthernet2/1.2
171.64.52.0/22       172.20.4.1           TenGigabitEthernet2/1.2
171.64.56.0/22       172.20.4.1           TenGigabitEthernet2/1.2
171.64.60.0/22       172.20.4.1           TenGigabitEthernet2/1.2
171.64.64.0/24       attached             Vlan64
171.64.64.0/32       receive              Vlan64
171.64.64.2/32       attached             Vlan64
171.64.64.3/32       receive              Vlan64
171.64.64.10/32      attached             Vlan64
171.64.64.18/32      attached             Vlan64
171.64.64.25/32      attached             Vlan64
171.64.64.26/32      attached             Vlan64
171.64.64.27/32      attached             Vlan64
171.64.64.32/32      attached             Vlan64
171.64.64.37/32      attached             Vlan64
171.64.64.46/32      attached             Vlan64
171.64.64.47/32      attached             Vlan64
171.64.64.57/32      attached             Vlan64
171.64.64.64/32      attached             Vlan64
171.64.64.66/32      attached             Vlan64
171.64.64.67/32      attached             Vlan64
171.64.64.69/32      attached             Vlan64
171.64.64.70/32      attached             Vlan64
171.64.64.71/32      attached             Vlan64
171.64.64.74/32      attached             Vlan64
171.64.64.100/32     attached             Vlan64
171.64.64.101/32     attached             Vlan64
171.64.64.112/32     attached             Vlan64
171.64.64.120/32     attached             Vlan64
171.64.64.130/32     attached             Vlan64
171.64.64.133/32     attached             Vlan64
171.64.64.154/32     attached             Vlan64
171.64.64.155/32     attached             Vlan64
171.64.64.156/32     attached             Vlan64
171.64.64.158/32     attached             Vlan64
171.64.64.166/32     attached             Vlan64
171.64.64.168/32     attached             Vlan64
171.64.64.178/32     attached             Vlan64
171.64.64.179/32     attached             Vlan64
171.64.64.183/32     attached             Vlan64
171.64.64.184/32     attached             Vlan64
171.64.64.194/32     attached             Vlan64
171.64.64.199/32     attached             Vlan64
171.64.64.255/32     receive              Vlan64
171.64.65.0/24       attached             Vlan65
171.64.65.0/32       receive              Vlan65
171.64.65.2/32       attached             Vlan65
171.64.65.3/32       receive              Vlan65
171.64.65.21/32      attached             Vlan65
171.64.65.37/32      attached             Vlan65
171.64.65.64/32      attached             Vlan65
171.64.65.88/32      attached             Vlan65
171.64.65.102/32     attached             Vlan65
171.64.65.255/32     receive              Vlan65
171.64.66.0/24       attached             Vlan66
171.64.66.0/32       receive              Vlan66
171.64.66.2/32       attached             Vlan66
171.64.66.3/32       receive              Vlan66
171.64.66.10/32      attached             Vlan66
171.64.66.27/32      attached             Vlan66
171.64.66.28/32      attached             Vlan66
171.64.66.29/32      attached             Vlan66
171.64.66.30/32      attached             Vlan66
171.64.66.31/32      attached             Vlan66
171.64.66.32/32      attached             Vlan66
171.64.66.33/32      attached             Vlan66
171.64.66.34/32      attached             Vlan66
171.64.66.35/32      attached             Vlan66
171.64.66.36/32      attached             Vlan66
171.64.66.37/32      attached             Vlan66
171.64.66.38/32      attached             Vlan66
171.64.66.39/32      attached             Vlan66
171.64.66.40/32      attached             Vlan66
171.64.66.41/32      attached             Vlan66
171.64.66.42/32      attached             Vlan66
171.64.66.43/32      attached             Vlan66
171.64.66.44/32      attached             Vlan66
171.64.66.45/32      attached             Vlan66
171.64.66.46/32      attached             Vlan66
171.64.66.47/32      attached             Vlan66
171.64.66.48/32      attached             Vlan66
171.64.66.49/32      attached             Vlan66
171.64.66.50/32      attached             Vlan66
171.64.66.51/32      attached             Vlan66
171.64.66.52/32      attached             Vlan66
171.64.66.53/32      attached             Vlan66
171.64.66.54/32      attached             Vlan66
171.64.66.55/32      attached             Vlan66
171.64.66.56/32      attached             Vlan66
171.64.66.57/32      attached             Vlan66
171.64.66.58/32      attached             Vlan66
171.64.66.59/32      attached             Vlan66
171.64.66.60/32      attached             Vlan66
171.64.66.61/32      attached             Vlan66
171.64.66.62/32      attached             Vlan66
171.64.66.63/32      attached             Vlan66
171.64.66.64/32      attached             Vlan66
171.64.66.65/32      attached             Vlan66
171.64.66.66/32      attached             Vlan66
171.64.66.67/32      attached             Vlan66
171.64.66.68/32      attached             Vlan66
171.64.66.69/32      attached             Vlan66
171.64.66.70/32      attached             Vlan66
171.64.66.71/32      attached             Vlan66
171.64.66.72/32      attached             Vlan66
171.64.66.73/32      attached             Vlan66
171.64.66.74/32      attached             Vlan66
171.64.66.75/32      attached             Vlan66
171.64.66.76/32      attached             Vlan66
171.64.66.77/32      attached             Vlan66
171.64.66.78/32      attached             Vlan66
171.64.66.79/32      attached             Vlan66
171.64.66.80/32      attached             Vlan66
171.64.66.81/32      attached             Vlan66
171.64.66.82/32      attached             Vlan66
171.64.66.83/32      attached             Vlan66
171.64.66.84/32      attached             Vlan66
171.64.66.85/32      attached             Vlan66
171.64.66.86/32      attached             Vlan66
171.64.66.87/32      attached             Vlan66
171.64.66.88/32      attached             Vlan66
171.64.66.89/32      attached             Vlan66
171.64.66.90/32      attached             Vlan66
171.64.66.91/32      attached             Vlan66
171.64.66.92/32      attached             Vlan66
171.64.66.151/32     attached             Vlan66
171.64.66.152/32     attached             Vlan66
171.64.66.154/32     attached             Vlan66
171.64.66.155/32     attached             Vlan66
171.64.66.156/32     attached             Vlan66
171.64.66.158/32     attached             Vlan66
171.64.66.160/32     attached             Vlan66
171.64.66.162/32     attached             Vlan66
171.64.66.201/32     attached             Vlan66
171.64.66.255/32     receive              Vlan66
171.64.67.0/24       attached             Vlan67
171.64.67.0/32       receive              Vlan67
171.64.67.2/32       attached             Vlan67
171.64.67.3/32       receive              Vlan67
171.64.67.41/32      attached             Vlan67
171.64.67.140/32     attached             Vlan67
171.64.67.141/32     attached             Vlan67
171.64.67.211/32     attached             Vlan67
171.64.67.255/32     receive              Vlan67
171.64.68.0/23       attached             Vlan68
171.64.68.0/32       receive              Vlan68
171.64.68.2/32       attached             Vlan68
171.64.68.3/32       receive              Vlan68
171.64.68.10/32      attached             Vlan68
171.64.68.11/32      attached             Vlan68
171.64.68.12/32      attached             Vlan68
171.64.68.15/32      attached             Vlan68
171.64.68.17/32      attached             Vlan68
171.64.68.18/32      attached             Vlan68
171.64.68.19/32      attached             Vlan68
171.64.68.21/32      attached             Vlan68
171.64.68.24/32      attached             Vlan68
171.64.68.28/32      attached             Vlan68
171.64.68.31/32      attached             Vlan68
171.64.68.33/32      attached             Vlan68
171.64.68.43/32      attached             Vlan68
171.64.68.47/32      attached             Vlan68
171.64.68.49/32      attached             Vlan68
171.64.68.51/32      attached             Vlan68
171.64.68.84/32      attached             Vlan68
171.64.68.85/32      attached             Vlan68
171.64.68.90/32      attached             Vlan68
171.64.68.99/32      attached             Vlan68
171.64.68.132/32     attached             Vlan68
171.64.68.145/32     attached             Vlan68
171.64.68.152/32     attached             Vlan68
171.64.68.174/32     attached             Vlan68
171.64.68.191/32     attached             Vlan68
171.64.68.192/32     attached             Vlan68
171.64.68.199/32     attached             Vlan68
171.64.68.207/32     attached             Vlan68
171.64.68.227/32     attached             Vlan68
171.64.68.228/32     attached             Vlan68
171.64.68.233/32     attached             Vlan68
171.64.68.238/32     attached             Vlan68
171.64.68.245/32     attached             Vlan68
171.64.69.19/32      attached             Vlan68
171.64.69.28/32      attached             Vlan68
171.64.69.41/32      attached             Vlan68
171.64.69.44/32      attached             Vlan68
171.64.69.45/32      attached             Vlan68
171.64.69.106/32     attached             Vlan68
171.64.69.118/32     attached             Vlan68
171.64.69.146/32     attached             Vlan68
171.64.69.255/32     receive              Vlan68
171.64.70.0/24       attached             Vlan70
171.64.70.0/32       receive              Vlan70
171.64.70.2/32       attached             Vlan70
171.64.70.3/32       receive              Vlan70
171.64.70.17/32      attached             Vlan70
171.64.70.19/32      attached             Vlan70
171.64.70.35/32      attached             Vlan70
171.64.70.48/32      attached             Vlan70
171.64.70.60/32      attached             Vlan70
171.64.70.84/32      attached             Vlan70
171.64.70.95/32      attached             Vlan70
171.64.70.99/32      attached             Vlan70
171.64.70.255/32     receive              Vlan70
171.64.71.0/24       attached             Vlan71
171.64.71.0/32       receive              Vlan71
171.64.71.2/32       attached             Vlan71
171.64.71.3/32       receive              Vlan71
171.64.71.19/32      attached             Vlan71
171.64.71.40/32      attached             Vlan71
171.64.71.47/32      attached             Vlan71
171.64.71.107/32     attached             Vlan71
171.64.71.160/32     attached             Vlan71
171.64.71.255/32     receive              Vlan71
171.64.72.0/24       attached             Vlan72
171.64.72.0/32       receive              Vlan72
171.64.72.2/32       attached             Vlan72
171.64.72.3/32       receive              Vlan72
171.64.72.11/32      attached             Vlan72
171.64.72.20/32      attached             Vlan72
171.64.72.21/32      attached             Vlan72
171.64.72.25/32      attached             Vlan72
171.64.72.29/32      attached             Vlan72
171.64.72.31/32      attached             Vlan72
171.64.72.33/32      attached             Vlan72
171.64.72.36/32      attached             Vlan72
171.64.72.56/32      attached             Vlan72
171.64.72.57/32      attached             Vlan72
171.64.72.68/32      attached             Vlan72
171.64.72.88/32      attached             Vlan72
171.64.72.97/32      attached             Vlan72
171.64.72.101/32     attached             Vlan72
171.64.72.103/32     attached             Vlan72
171.64.72.110/32     attached             Vlan72
171.64.72.140/32     attached             Vlan72
171.64.72.142/32     attached             Vlan72
171.64.72.146/32     attached             Vlan72
171.64.72.176/32     attached             Vlan72
171.64.72.186/32     attached             Vlan72
171.64.72.201/32     attached             Vlan72
171.64.72.221/32     attached             Vlan72
171.64.72.227/32     attached             Vlan72
171.64.72.255/32     receive              Vlan72
171.64.73.0/24       attached             Vlan72
171.64.73.0/32       receive              Vlan72
171.64.73.2/32       attached             Vlan72
171.64.73.3/32       receive              Vlan72
171.64.73.17/32      attached             Vlan72
171.64.73.27/32      attached             Vlan72
171.64.73.28/32      attached             Vlan72
171.64.73.43/32      attached             Vlan72
171.64.73.62/32      attached             Vlan72
171.64.73.71/32      attached             Vlan72
171.64.73.76/32      attached             Vlan72
171.64.73.90/32      attached             Vlan72
171.64.73.155/32     attached             Vlan72
171.64.73.161/32     attached             Vlan72
171.64.73.194/32     attached             Vlan72
171.64.73.255/32     receive              Vlan72
171.64.74.0/24       attached             Vlan74
171.64.74.0/32       receive              Vlan74
171.64.74.2/32       attached             Vlan74
171.64.74.3/32       receive              Vlan74
171.64.74.16/32      attached             Vlan74
171.64.74.20/32      attached             Vlan74
171.64.74.21/32      attached             Vlan74
171.64.74.22/32      attached             Vlan74
171.64.74.23/32      attached             Vlan74
171.64.74.48/32      attached             Vlan74
171.64.74.58/32      attached             Vlan74
171.64.74.64/32      attached             Vlan74
171.64.74.81/32      attached             Vlan74
171.64.74.99/32      attached             Vlan74
171.64.74.147/32     attached             Vlan74
171.64.74.160/32     attached             Vlan74
171.64.74.161/32     attached             Vlan74
171.64.74.166/32     attached             Vlan74
171.64.74.174/32     attached             Vlan74
171.64.74.200/32     attached             Vlan74
171.64.74.213/32     attached             Vlan74
171.64.74.214/32     attached             Vlan74
171.64.74.238/32     attached             Vlan74
171.64.74.255/32     receive              Vlan74
171.64.75.0/24       attached             Vlan75
171.64.75.0/32       receive              Vlan75
171.64.75.2/32       attached             Vlan75
171.64.75.3/32       receive              Vlan75
171.64.75.45/32      attached             Vlan75
171.64.75.62/32      attached             Vlan75
171.64.75.80/32      attached             Vlan75
171.64.75.156/32     attached             Vlan75
171.64.75.186/32     attached             Vlan75
171.64.75.242/32     attached             Vlan75
171.64.75.255/32     receive              Vlan75
171.64.76.0/24       attached             Vlan76
171.64.76.0/32       receive              Vlan76
171.64.76.2/32       attached             Vlan76
171.64.76.3/32       receive              Vlan76
171.64.76.255/32     receive              Vlan76
171.64.77.0/24       attached             Vlan77
171.64.77.0/32       receive              Vlan77
171.64.77.2/32       attached             Vlan77
171.64.77.3/32       receive              Vlan77
171.64.77.255/32     receive              Vlan77
171.64.78.0/24       attached             Vlan78
171.64.78.0/32       receive              Vlan78
171.64.78.2/32       attached             Vlan78
171.64.78.3/32       receive              Vlan78
171.64.78.10/32      attached             Vlan78
171.64.78.12/32      attached             Vlan78
171.64.78.17/32      attached             Vlan78
171.64.78.27/32      attached             Vlan78
171.64.78.42/32      attached             Vlan78
171.64.78.46/32      attached             Vlan78
171.64.78.48/32      attached             Vlan78
171.64.78.52/32      attached             Vlan78
171.64.78.59/32      attached             Vlan78
171.64.78.62/32      attached             Vlan78
171.64.78.85/32      attached             Vlan78
171.64.78.144/32     attached             Vlan78
171.64.78.217/32     attached             Vlan78
171.64.78.255/32     receive              Vlan78
171.64.79.0/24       attached             Null0
171.64.79.0/25       171.64.79.130        Vlan79
171.64.79.128/28     attached             Vlan79
171.64.79.128/32     receive              Vlan79
171.64.79.130/32     attached             Vlan79
171.64.79.131/32     receive              Vlan79
171.64.79.132/32     attached             Vlan79
171.64.79.143/32     receive              Vlan79
171.64.79.144/28     171.64.79.130        Vlan79
171.64.79.160/28     171.64.79.130        Vlan79
171.64.79.176/28     171.64.67.70         Vlan67
171.64.79.192/28     171.64.67.70         Vlan67
171.64.79.208/28     171.64.67.70         Vlan67
171.64.79.224/27     171.64.72.36         Vlan72
171.64.84.0/22       172.20.4.1           TenGigabitEthernet2/1.2
171.64.88.0/24       172.20.10.131        Vlan10
171.64.88.1/32       172.20.10.131        Vlan10
171.64.89.0/24       172.20.10.131        Vlan10
171.64.89.1/32       172.20.10.131        Vlan10
171.64.90.0/23       attached             Vlan90
171.64.90.0/32       receive              Vlan90
171.64.90.2/32       attached             Vlan90
171.64.90.3/32       receive              Vlan90
171.64.90.5/32       attached             Vlan90
171.64.90.10/32      attached             Vlan90
171.64.90.18/32      attached             Vlan90
171.64.90.20/32      attached             Vlan90
171.64.90.24/32      attached             Vlan90
171.64.90.33/32      attached             Vlan90
171.64.90.38/32      attached             Vlan90
171.64.90.51/32      attached             Vlan90
171.64.90.53/32      attached             Vlan90
171.64.90.54/32      attached             Vlan90
171.64.90.61/32      attached             Vlan90
171.64.90.70/32      attached             Vlan90
