Prefix               Next Hop             Interface
10.79.12.10/32       attached             Vlan912
10.79.12.11/32       attached             Vlan912
10.79.12.12/32       attached             Vlan912
10.79.12.13/32       attached             Vlan912
10.79.12.14/32       attached             Vlan912
10.79.12.15/32       attached             Vlan912
10.79.12.16/32       attached             Vlan912
10.79.12.19/32       attached             Vlan912
10.79.12.20/32       attached             Vlan912
10.79.12.22/32       attached             Vlan912
10.79.12.23/32       attached             Vlan912
10.79.12.24/32       attached             Vlan912
10.79.12.25/32       attached             Vlan912
10.79.12.27/32       attached             Vlan912
10.79.12.28/32       attached             Vlan912
10.79.12.29/32       attached             Vlan912
10.79.12.30/32       attached             Vlan912
10.79.12.31/32       attached             Vlan912
10.79.12.32/32       attached             Vlan912
10.79.12.33/32       attached             Vlan912
10.79.12.36/32       attached             Vlan912
10.79.12.40/32       attached             Vlan912
10.79.12.41/32       attached             Vlan912
10.79.12.42/32       attached             Vlan912
10.79.12.43/32       attached             Vlan912
10.79.12.44/32       attached             Vlan912
10.79.12.45/32       attached             Vlan912
10.79.12.46/32       attached             Vlan912
10.79.12.47/32       attached             Vlan912
10.79.12.48/32       attached             Vlan912
10.79.12.49/32       attached             Vlan912
10.79.12.50/32       attached             Vlan912
10.79.12.51/32       attached             Vlan912
10.79.12.52/32       attached             Vlan912
10.79.12.53/32       attached             Vlan912
10.79.12.54/32       attached             Vlan912
10.79.12.55/32       attached             Vlan912
10.79.12.56/32       attached             Vlan912
10.79.12.57/32       attached             Vlan912
10.79.12.58/32       attached             Vlan912
10.79.12.59/32       attached             Vlan912
10.79.12.60/32       attached             Vlan912
10.79.12.61/32       attached             Vlan912
10.79.12.62/32       attached             Vlan912
10.79.12.63/32       attached             Vlan912
10.79.12.64/32       attached             Vlan912
10.79.12.65/32       attached             Vlan912
10.79.12.66/32       attached             Vlan912
10.79.12.67/32       attached             Vlan912
10.79.12.68/32       attached             Vlan912
10.79.12.69/32       attached             Vlan912
10.79.12.70/32       attached             Vlan912
10.79.12.71/32       attached             Vlan912
10.79.12.72/32       attached             Vlan912
10.79.12.73/32       attached             Vlan912
10.79.12.74/32       attached             Vlan912
10.79.12.75/32       attached             Vlan912
10.79.12.76/32       attached             Vlan912
10.79.12.77/32       attached             Vlan912
10.79.12.78/32       attached             Vlan912
10.79.12.80/32       attached             Vlan912
10.79.12.82/32       attached             Vlan912
10.79.12.83/32       attached             Vlan912
10.79.12.84/32       attached             Vlan912
10.79.12.85/32       attached             Vlan912
10.79.12.86/32       attached             Vlan912
10.79.12.87/32       attached             Vlan912
10.79.12.88/32       attached             Vlan912
10.79.12.89/32       attached             Vlan912
10.79.12.90/32       attached             Vlan912
10.79.12.91/32       attached             Vlan912
10.79.12.92/32       attached             Vlan912
10.79.12.93/32       attached             Vlan912
10.79.12.95/32       attached             Vlan912
10.79.12.96/32       attached             Vlan912
10.79.12.97/32       attached             Vlan912
10.79.12.98/32       attached             Vlan912
10.79.12.99/32       attached             Vlan912
10.79.12.100/32      attached             Vlan912
10.79.12.114/32      attached             Vlan912
10.79.12.116/32      attached             Vlan912
10.79.12.117/32      attached             Vlan912
10.79.12.118/32      attached             Vlan912
10.79.12.119/32      attached             Vlan912
10.79.12.120/32      attached             Vlan912
10.79.12.121/32      attached             Vlan912
10.79.12.122/32      attached             Vlan912
10.79.12.123/32      attached             Vlan912
10.79.12.124/32      attached             Vlan912
10.79.12.125/32      attached             Vlan912
10.79.12.126/32      attached             Vlan912
10.79.12.127/32      attached             Vlan912
10.79.12.128/32      attached             Vlan912
10.79.12.129/32      attached             Vlan912
10.79.12.130/32      attached             Vlan912
10.79.12.131/32      attached             Vlan912
10.79.12.132/32      attached             Vlan912
10.79.12.133/32      attached             Vlan912
10.79.12.134/32      attached             Vlan912
10.79.12.135/32      attached             Vlan912
10.79.12.136/32      attached             Vlan912
10.79.12.137/32      attached             Vlan912
10.79.12.138/32      attached             Vlan912
10.79.12.139/32      attached             Vlan912
10.79.12.140/32      attached             Vlan912
10.79.12.141/32      attached             Vlan912
10.79.12.142/32      attached             Vlan912
10.79.12.143/32      attached             Vlan912
10.79.12.144/32      attached             Vlan912
10.79.12.145/32      attached             Vlan912
10.79.12.146/32      attached             Vlan912
10.79.12.179/32      attached             Vlan912
10.79.12.180/32      attached             Vlan912
10.79.12.181/32      attached             Vlan912
10.79.12.182/32      attached             Vlan912
10.79.12.183/32      attached             Vlan912
10.79.12.184/32      attached             Vlan912
10.79.12.185/32      attached             Vlan912
10.79.12.186/32      attached             Vlan912
10.79.12.187/32      attached             Vlan912
10.79.12.188/32      attached             Vlan912
10.79.12.189/32      attached             Vlan912
10.79.12.190/32      attached             Vlan912
10.79.12.191/32      attached             Vlan912
10.79.12.192/32      attached             Vlan912
10.79.12.193/32      attached             Vlan912
10.79.12.194/32      attached             Vlan912
10.79.12.195/32      attached             Vlan912
10.79.12.196/32      attached             Vlan912
10.79.12.197/32      attached             Vlan912
10.79.12.198/32      attached             Vlan912
10.79.12.199/32      attached             Vlan912
10.79.12.200/32      attached             Vlan912
10.79.12.201/32      attached             Vlan912
10.79.12.202/32      attached             Vlan912
10.79.12.203/32      attached             Vlan912
10.79.12.204/32      attached             Vlan912
10.79.12.205/32      attached             Vlan912
10.79.12.206/32      attached             Vlan912
10.79.12.207/32      attached             Vlan912
10.79.12.208/32      attached             Vlan912
10.79.12.209/32      attached             Vlan912
10.79.12.210/32      attached             Vlan912
10.79.12.211/32      attached             Vlan912
10.79.12.212/32      attached             Vlan912
10.79.12.213/32      attached             Vlan912
10.79.12.214/32      attached             Vlan912
10.79.12.215/32      attached             Vlan912
10.79.12.216/32      attached             Vlan912
10.79.12.217/32      attached             Vlan912
10.79.12.218/32      attached             Vlan912
10.79.12.219/32      attached             Vlan912
10.79.12.227/32      attached             Vlan912
10.79.12.228/32      attached             Vlan912
10.79.12.229/32      attached             Vlan912
10.79.12.230/32      attached             Vlan912
10.79.12.231/32      attached             Vlan912
10.79.12.232/32      attached             Vlan912
10.79.12.233/32      attached             Vlan912
10.79.12.234/32      attached             Vlan912
10.79.12.235/32      attached             Vlan912
10.79.12.236/32      attached             Vlan912
10.79.12.237/32      attached             Vlan912
10.79.12.238/32      attached             Vlan912
10.79.12.239/32      attached             Vlan912
10.79.12.240/32      attached             Vlan912
10.79.12.241/32      attached             Vlan912
10.79.12.242/32      attached             Vlan912
10.79.12.243/32      attached             Vlan912
10.79.12.244/32      attached             Vlan912
10.79.12.245/32      attached             Vlan912
10.79.12.246/32      attached             Vlan912
10.79.12.247/32      attached             Vlan912
10.79.12.248/32      attached             Vlan912
10.79.12.250/32      attached             Vlan912
10.79.12.251/32      attached             Vlan912
10.79.12.252/32      attached             Vlan912
10.79.12.253/32      attached             Vlan912
10.79.12.254/32      attached             Vlan912
10.79.12.255/32      receive              Vlan912
10.79.13.0/24        attached             Vlan913
10.79.13.0/32        receive              Vlan913
10.79.13.1/32        receive              
10.79.13.2/32        receive              Vlan913
10.79.13.255/32      receive              Vlan913
10.79.14.0/24        attached             Vlan914
10.79.14.0/32        receive              Vlan914
10.79.14.1/32        receive              
10.79.14.2/32        receive              Vlan914
10.79.14.255/32      receive              Vlan914
10.79.15.0/24        attached             Vlan915
10.79.15.0/32        receive              Vlan915
10.79.15.1/32        receive              
10.79.15.2/32        receive              Vlan915
10.79.15.255/32      receive              Vlan915
10.79.16.0/24        attached             Vlan916
10.79.16.0/32        receive              Vlan916
10.79.16.1/32        receive              
10.79.16.2/32        receive              Vlan916
10.79.16.255/32      receive              Vlan916
10.79.17.0/24        attached             Vlan917
10.79.17.0/32        receive              Vlan917
10.79.17.1/32        receive              
10.79.17.2/32        receive              Vlan917
10.79.17.255/32      receive              Vlan917
10.79.18.0/24        attached             Vlan918
10.79.18.0/32        receive              Vlan918
10.79.18.1/32        receive              
10.79.18.2/32        receive              Vlan918
10.79.18.255/32      receive              Vlan918
10.79.19.0/24        attached             Vlan919
10.79.19.0/32        receive              Vlan919
10.79.19.1/32        receive              
10.79.19.2/32        receive              Vlan919
10.79.19.255/32      receive              Vlan919
10.79.20.0/24        attached             Vlan920
10.79.20.0/32        receive              Vlan920
10.79.20.1/32        receive              
10.79.20.2/32        receive              Vlan920
10.79.20.255/32      receive              Vlan920
10.79.21.0/24        attached             Vlan921
10.79.21.0/32        receive              Vlan921
10.79.21.2/32        receive              Vlan921
10.79.21.255/32      receive              Vlan921
10.79.29.0/24        attached             Vlan929
10.79.29.0/32        receive              Vlan929
10.79.29.1/32        receive              
10.79.29.2/32        receive              Vlan929
10.79.29.255/32      receive              Vlan929
10.79.30.0/24        attached             Vlan930
10.79.30.0/32        receive              Vlan930
10.79.30.1/32        receive              
10.79.30.2/32        receive              Vlan930
10.79.30.255/32      receive              Vlan930
10.79.31.0/24        attached             Vlan931
10.79.31.0/32        receive              Vlan931
10.79.31.1/32        receive              
10.79.31.2/32        receive              Vlan931
10.79.31.255/32      receive              Vlan931
10.200.0.0/16        172.20.4.161         TenGigabitEthernet1/3.2
10.232.0.0/13        172.20.4.1           TenGigabitEthernet1/3.2
10.240.0.0/12        172.20.4.1           TenGigabitEthernet1/3.2
10.247.0.0/16        172.20.4.1           TenGigabitEthernet1/3.2
10.248.0.0/13        172.20.4.1           TenGigabitEthernet1/3.2
127.0.0.0/8          drop
128.12.0.0/16        172.20.4.1           TenGigabitEthernet1/3.2
169.254.0.0/16       attached             Null0
171.64.0.0/14        172.20.4.1           TenGigabitEthernet1/3.2
171.64.0.18/32       receive              Loopback0
171.64.2.0/26        172.20.4.1           TenGigabitEthernet1/3.2
171.64.2.128/27      172.20.4.1           TenGigabitEthernet1/3.2
171.64.2.192/29      172.20.4.1           TenGigabitEthernet1/3.2
171.64.2.200/29      172.20.4.161         TenGigabitEthernet1/3.2
171.64.7.0/27        172.20.4.1           TenGigabitEthernet1/3.2
171.64.7.64/27       172.20.4.1           TenGigabitEthernet1/3.2
171.64.7.96/27       172.20.4.1           TenGigabitEthernet1/3.2
171.64.7.128/26      172.20.4.1           TenGigabitEthernet1/3.2
171.64.7.216/29      172.20.4.1           TenGigabitEthernet1/3.2
171.64.7.232/29      172.20.4.1           TenGigabitEthernet1/3.2
171.64.7.240/29      172.20.4.1           TenGigabitEthernet1/3.2
171.64.8.0/23        172.20.4.1           TenGigabitEthernet1/3.2
171.64.10.0/23       172.20.6.1           TenGigabitEthernet7/1.3
171.64.12.0/25       172.20.4.1           TenGigabitEthernet1/3.2
171.64.12.128/26     172.20.4.1           TenGigabitEthernet1/3.2
171.64.13.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.14.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.15.0/27       attached             Vlan291
171.64.15.0/32       receive              Vlan291
171.64.15.1/32       receive              
171.64.15.2/32       attached             Vlan291
171.64.15.3/32       attached             Vlan291
171.64.15.4/32       attached             Vlan291
171.64.15.5/32       attached             Vlan291
171.64.15.6/32       attached             Vlan291
171.64.15.7/32       attached             Vlan291
171.64.15.8/32       receive              Vlan291
171.64.15.9/32       attached             Vlan291
171.64.15.10/32      attached             Vlan291
171.64.15.31/32      receive              Vlan291
171.64.15.32/27      attached             Vlan291
171.64.15.32/32      receive              Vlan291
171.64.15.33/32      receive              
171.64.15.45/32      receive              Vlan291
171.64.15.46/32      attached             Vlan291
171.64.15.51/32      attached             Vlan291
171.64.15.55/32      attached             Vlan291
171.64.15.57/32      attached             Vlan291
171.64.15.63/32      receive              Vlan291
171.64.15.64/27      attached             Vlan292
171.64.15.64/32      receive              Vlan292
171.64.15.65/32      receive              
171.64.15.88/32      receive              Vlan292
171.64.15.89/32      attached             Vlan292
171.64.15.95/32      receive              Vlan292
171.64.15.96/27      attached             Vlan292
171.64.15.96/32      receive              Vlan292
171.64.15.97/32      receive              
171.64.15.120/32     receive              Vlan292
171.64.15.121/32     attached             Vlan292
171.64.15.127/32     receive              Vlan292
171.64.15.160/27     attached             Vlan291
171.64.15.160/32     receive              Vlan291
171.64.15.161/32     receive              
171.64.15.175/32     attached             Vlan291
171.64.15.177/32     receive              Vlan291
171.64.15.178/32     attached             Vlan291
171.64.15.179/32     attached             Vlan291
171.64.15.185/32     attached             Vlan291
171.64.15.186/32     attached             Vlan291
171.64.15.187/32     attached             Vlan291
171.64.15.191/32     receive              Vlan291
171.64.15.192/27     172.20.4.1           TenGigabitEthernet1/3.2
171.64.15.224/27     172.20.4.1           TenGigabitEthernet1/3.2
171.64.16.0/25       172.20.4.1           TenGigabitEthernet1/3.2
171.64.16.128/25     172.20.4.1           TenGigabitEthernet1/3.2
171.64.17.0/27       172.20.4.1           TenGigabitEthernet1/3.2
171.64.17.64/27      172.20.4.1           TenGigabitEthernet1/3.2
171.64.17.128/27     172.20.4.1           TenGigabitEthernet1/3.2
171.64.17.208/29     172.20.4.1           TenGigabitEthernet1/3.2
171.64.17.240/28     172.20.4.1           TenGigabitEthernet1/3.2
171.64.18.0/23       172.20.4.1           TenGigabitEthernet1/3.2
171.64.20.0/23       172.20.4.1           TenGigabitEthernet1/3.2
171.64.22.0/23       172.20.4.1           TenGigabitEthernet1/3.2
171.64.24.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.25.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.26.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.27.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.28.0/24       172.20.4.161         TenGigabitEthernet1/3.2
171.64.29.0/24       172.20.4.161         TenGigabitEthernet1/3.2
171.64.30.0/24       172.20.4.161         TenGigabitEthernet1/3.2
171.64.31.0/25       172.20.4.161         TenGigabitEthernet1/3.2
171.64.31.128/27     172.20.4.161         TenGigabitEthernet1/3.2
171.64.32.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.33.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.34.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.35.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.36.0/23       172.20.4.1           TenGigabitEthernet1/3.2
171.64.38.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.39.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.40.0/23       172.20.4.1           TenGigabitEthernet1/3.2
171.64.42.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.43.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.44.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.45.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.47.0/25       172.20.4.1           TenGigabitEthernet1/3.2
171.64.48.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.49.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.50.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.51.0/24       172.20.4.1           TenGigabitEthernet1/3.2
171.64.52.0/22       172.20.4.1           TenGigabitEthernet1/3.2
171.64.56.0/22       172.20.4.1           TenGigabitEthernet1/3.2
171.64.60.0/22       172.20.4.1           TenGigabitEthernet1/3.2
171.64.64.0/24       attached             Vlan64
171.64.64.0/32       receive              Vlan64
171.64.64.1/32       receive              
171.64.64.2/32       receive              Vlan64
171.64.64.3/32       attached             Vlan64
171.64.64.10/32      attached             Vlan64
171.64.64.15/32      attached             Vlan64
171.64.64.18/32      attached             Vlan64
171.64.64.21/32      attached             Vlan64
171.64.64.25/32      attached             Vlan64
171.64.64.26/32      attached             Vlan64
171.64.64.27/32      attached             Vlan64
171.64.64.31/32      attached             Vlan64
171.64.64.32/32      attached             Vlan64
171.64.64.37/32      attached             Vlan64
171.64.64.46/32      attached             Vlan64
171.64.64.47/32      attached             Vlan64
171.64.64.57/32      attached             Vlan64
171.64.64.62/32      attached             Vlan64
171.64.64.64/32      attached             Vlan64
171.64.64.66/32      attached             Vlan64
171.64.64.67/32      attached             Vlan64
171.64.64.69/32      attached             Vlan64
171.64.64.70/32      attached             Vlan64
171.64.64.71/32      attached             Vlan64
171.64.64.73/32      attached             Vlan64
171.64.64.74/32      attached             Vlan64
171.64.64.76/32      attached             Vlan64
171.64.64.77/32      attached             Vlan64
171.64.64.78/32      attached             Vlan64
171.64.64.85/32      attached             Vlan64
171.64.64.91/32      attached             Vlan64
171.64.64.93/32      attached             Vlan64
171.64.64.100/32     attached             Vlan64
171.64.64.101/32     attached             Vlan64
171.64.64.112/32     attached             Vlan64
171.64.64.118/32     attached             Vlan64
171.64.64.120/32     attached             Vlan64
171.64.64.124/32     attached             Vlan64
171.64.64.125/32     attached             Vlan64
171.64.64.128/32     attached             Vlan64
171.64.64.130/32     attached             Vlan64
171.64.64.133/32     attached             Vlan64
171.64.64.141/32     attached             Vlan64
171.64.64.145/32     attached             Vlan64
171.64.64.146/32     attached             Vlan64
171.64.64.149/32     attached             Vlan64
171.64.64.151/32     attached             Vlan64
171.64.64.154/32     attached             Vlan64
171.64.64.155/32     attached             Vlan64
171.64.64.156/32     attached             Vlan64
171.64.64.158/32     attached             Vlan64
171.64.64.166/32     attached             Vlan64
171.64.64.168/32     attached             Vlan64
171.64.64.171/32     attached             Vlan64
171.64.64.178/32     attached             Vlan64
171.64.64.179/32     attached             Vlan64
171.64.64.180/32     attached             Vlan64
171.64.64.182/32     attached             Vlan64
171.64.64.183/32     attached             Vlan64
171.64.64.184/32     attached             Vlan64
171.64.64.189/32     attached             Vlan64
171.64.64.194/32     attached             Vlan64
171.64.64.196/32     attached             Vlan64
171.64.64.198/32     attached             Vlan64
171.64.64.199/32     attached             Vlan64
171.64.64.205/32     attached             Vlan64
171.64.64.206/32     attached             Vlan64
171.64.64.208/32     attached             Vlan64
171.64.64.212/32     attached             Vlan64
171.64.64.213/32     attached             Vlan64
171.64.64.219/32     attached             Vlan64
171.64.64.220/32     attached             Vlan64
171.64.64.221/32     attached             Vlan64
171.64.64.222/32     attached             Vlan64
171.64.64.240/32     attached             Vlan64
171.64.64.250/32     attached             Vlan64
171.64.64.255/32     receive              Vlan64
171.64.65.0/24       attached             Vlan65
171.64.65.0/32       receive              Vlan65
171.64.65.1/32       receive              
171.64.65.2/32       receive              Vlan65
171.64.65.3/32       attached             Vlan65
171.64.65.12/32      attached             Vlan65
171.64.65.18/32      attached             Vlan65
171.64.65.20/32      attached             Vlan65
171.64.65.21/32      attached             Vlan65
171.64.65.32/32      attached             Vlan65
171.64.65.37/32      attached             Vlan65
171.64.65.38/32      attached             Vlan65
171.64.65.40/32      attached             Vlan65
171.64.65.41/32      attached             Vlan65
171.64.65.42/32      attached             Vlan65
171.64.65.45/32      attached             Vlan65
171.64.65.46/32      attached             Vlan65
171.64.65.47/32      attached             Vlan65
171.64.65.49/32      attached             Vlan65
171.64.65.51/32      attached             Vlan65
171.64.65.52/32      attached             Vlan65
171.64.65.53/32      attached             Vlan65
171.64.65.54/32      attached             Vlan65
171.64.65.55/32      attached             Vlan65
171.64.65.56/32      attached             Vlan65
171.64.65.57/32      attached             Vlan65
171.64.65.58/32      attached             Vlan65
171.64.65.59/32      attached             Vlan65
171.64.65.60/32      attached             Vlan65
171.64.65.61/32      attached             Vlan65
171.64.65.62/32      attached             Vlan65
171.64.65.63/32      attached             Vlan65
171.64.65.64/32      attached             Vlan65
171.64.65.65/32      attached             Vlan65
171.64.65.66/32      attached             Vlan65
171.64.65.67/32      attached             Vlan65
171.64.65.71/32      attached             Vlan65
171.64.65.73/32      attached             Vlan65
171.64.65.75/32      attached             Vlan65
171.64.65.76/32      attached             Vlan65
171.64.65.77/32      attached             Vlan65
171.64.65.79/32      attached             Vlan65
171.64.65.80/32      attached             Vlan65
171.64.65.81/32      attached             Vlan65
171.64.65.83/32      attached             Vlan65
171.64.65.84/32      attached             Vlan65
171.64.65.86/32      attached             Vlan65
171.64.65.88/32      attached             Vlan65
171.64.65.89/32      attached             Vlan65
171.64.65.90/32      attached             Vlan65
171.64.65.91/32      attached             Vlan65
171.64.65.92/32      attached             Vlan65
171.64.65.94/32      attached             Vlan65
171.64.65.95/32      attached             Vlan65
171.64.65.96/32      attached             Vlan65
171.64.65.98/32      attached             Vlan65
171.64.65.99/32      attached             Vlan65
171.64.65.100/32     attached             Vlan65
171.64.65.101/32     attached             Vlan65
171.64.65.102/32     attached             Vlan65
171.64.65.103/32     attached             Vlan65
171.64.65.104/32     attached             Vlan65
171.64.65.105/32     attached             Vlan65
171.64.65.106/32     attached             Vlan65
171.64.65.111/32     attached             Vlan65
171.64.65.113/32     attached             Vlan65
171.64.65.118/32     attached             Vlan65
171.64.65.119/32     attached             Vlan65
171.64.65.120/32     attached             Vlan65
171.64.65.121/32     attached             Vlan65
171.64.65.122/32     attached             Vlan65
171.64.65.135/32     attached             Vlan65
171.64.65.136/32     attached             Vlan65
171.64.65.141/32     attached             Vlan65
171.64.65.142/32     attached             Vlan65
171.64.65.143/32     attached             Vlan65
171.64.65.150/32     attached             Vlan65
171.64.65.151/32     attached             Vlan65
171.64.65.152/32     attached             Vlan65
171.64.65.153/32     attached             Vlan65
171.64.65.154/32     attached             Vlan65
171.64.65.255/32     receive              Vlan65
171.64.66.0/24       attached             Vlan66
171.64.66.0/32       receive              Vlan66
171.64.66.1/32       receive              
171.64.66.2/32       receive              Vlan66
171.64.66.3/32       attached             Vlan66
171.64.66.10/32      attached             Vlan66
171.64.66.11/32      attached             Vlan66
171.64.66.12/32      attached             Vlan66
171.64.66.13/32      attached             Vlan66
171.64.66.14/32      attached             Vlan66
171.64.66.15/32      attached             Vlan66
171.64.66.16/32      attached             Vlan66
171.64.66.17/32      attached             Vlan66
171.64.66.18/32      attached             Vlan66
171.64.66.19/32      attached             Vlan66
171.64.66.20/32      attached             Vlan66
171.64.66.21/32      attached             Vlan66
171.64.66.22/32      attached             Vlan66
171.64.66.23/32      attached             Vlan66
171.64.66.24/32      attached             Vlan66
171.64.66.25/32      attached             Vlan66
171.64.66.27/32      attached             Vlan66
171.64.66.28/32      attached             Vlan66
171.64.66.29/32      attached             Vlan66
171.64.66.30/32      attached             Vlan66
171.64.66.31/32      attached             Vlan66
171.64.66.32/32      attached             Vlan66
171.64.66.33/32      attached             Vlan66
171.64.66.34/32      attached             Vlan66
171.64.66.35/32      attached             Vlan66
171.64.66.36/32      attached             Vlan66
171.64.66.37/32      attached             Vlan66
171.64.66.38/32      attached             Vlan66
171.64.66.39/32      attached             Vlan66
171.64.66.40/32      attached             Vlan66
171.64.66.41/32      attached             Vlan66
171.64.66.42/32      attached             Vlan66
171.64.66.43/32      attached             Vlan66
171.64.66.44/32      attached             Vlan66
171.64.66.45/32      attached             Vlan66
171.64.66.46/32      attached             Vlan66
171.64.66.47/32      attached             Vlan66
171.64.66.48/32      attached             Vlan66
171.64.66.49/32      attached             Vlan66
171.64.66.50/32      attached             Vlan66
171.64.66.51/32      attached             Vlan66
171.64.66.52/32      attached             Vlan66
171.64.66.53/32      attached             Vlan66
