Prefix               Next Hop             Interface
10.33.0.0/21         171.64.1.110         Vlan94
10.33.16.0/21        171.64.1.110         Vlan94
10.33.24.0/21        171.64.1.110         Vlan94
10.33.32.0/21        171.64.1.110         Vlan94
10.33.40.0/21        171.64.1.110         Vlan94
10.33.56.0/21        171.64.1.110         Vlan94
10.33.64.0/21        171.64.1.110         Vlan94
10.33.80.0/21        171.64.1.110         Vlan94
10.33.96.0/21        171.64.1.110         Vlan94
10.33.112.0/21       171.64.1.110         Vlan94
10.33.128.0/21       171.64.1.110         Vlan94
10.33.136.0/21       171.64.1.110         Vlan94
10.33.144.0/21       171.64.1.110         Vlan94
10.33.152.0/21       171.64.1.110         Vlan94
10.33.176.0/21       171.64.1.110         Vlan94
10.33.200.0/21       171.64.1.110         Vlan94
10.39.0.0/16         172.20.6.97          Vlan3
10.39.0.0/17         172.20.6.97          Vlan3
10.39.16.0/22        172.20.6.97          Vlan3
10.39.32.0/20        172.20.6.97          Vlan3
10.48.8.0/23         172.20.6.161         Vlan3
10.48.12.0/22        172.20.6.161         Vlan3
10.48.16.0/21        172.20.6.161         Vlan3
10.48.32.0/19        172.20.6.161         Vlan3
10.50.0.0/16         172.20.6.97          Vlan3
10.62.0.0/20         172.20.6.193         Vlan3
10.62.16.0/20        172.20.10.2          Vlan11
10.62.32.0/20        172.20.6.65          Vlan3
10.62.48.0/20        172.20.6.97          Vlan3
10.62.64.0/20        172.20.6.129         Vlan3
10.62.80.0/20        172.20.6.161         Vlan3
10.62.96.0/20        172.20.6.193         Vlan3
10.62.112.0/20       172.20.6.225         Vlan3
10.62.128.0/20       172.20.3.129         Vlan23
10.62.144.0/20       172.20.7.33          Vlan3
10.63.16.0/20        172.20.10.2          Vlan11
10.63.32.0/20        172.20.6.65          Vlan3
10.63.48.0/20        172.20.6.97          Vlan3
10.63.80.0/20        172.20.6.161         Vlan3
10.63.96.0/20        172.20.6.193         Vlan3
10.63.112.0/20       172.20.6.225         Vlan3
10.63.128.0/20       172.20.3.130         Vlan23
10.64.0.0/14         172.20.10.2          Vlan11
10.75.216.0/22       172.20.6.161         Vlan3
10.75.223.0/24       172.20.6.161         Vlan3
10.84.0.0/14         172.20.10.2          Vlan11
10.200.0.0/16        172.20.6.161         Vlan3
10.232.0.0/13        172.20.6.97          Vlan3
10.240.0.0/12        172.20.6.97          Vlan3
10.247.0.0/16        172.20.6.97          Vlan3
10.248.0.0/13        172.20.6.97          Vlan3
38.0.0.0/8           172.20.10.2          Vlan11
38.114.142.0/23      172.20.10.2          Vlan11
38.114.143.248/29    172.20.10.2          Vlan11
66.250.7.136/30      172.20.10.2          Vlan11
68.65.160.0/20       172.20.10.2          Vlan11
68.65.164.0/22       172.20.10.2          Vlan11
68.65.168.75/32      172.20.10.2          Vlan11
68.65.168.81/32      172.20.10.2          Vlan11
68.65.168.83/32      172.20.10.2          Vlan11
68.65.168.84/32      172.20.10.2          Vlan11
68.65.168.86/32      172.20.10.2          Vlan11
68.65.168.87/32      172.20.10.2          Vlan11
68.65.168.89/32      172.20.10.2          Vlan11
68.65.168.90/32      172.20.10.2          Vlan11
68.65.168.93/32      172.20.10.2          Vlan11
68.65.168.112/28     attached             GigabitEthernet4/16.127
68.65.168.112/32     receive              GigabitEthernet4/16.127
68.65.168.113/32     receive              GigabitEthernet4/16.127
68.65.168.114/32     attached             GigabitEthernet4/16.127
68.65.168.116/32     attached             GigabitEthernet4/16.127
68.65.168.117/32     attached             GigabitEthernet4/16.127
68.65.168.118/32     attached             GigabitEthernet4/16.127
68.65.168.125/32     attached             GigabitEthernet4/16.127
68.65.168.127/32     receive              GigabitEthernet4/16.127
68.65.168.208/29     172.20.10.2          Vlan11
68.65.169.0/26       172.20.10.2          Vlan11
68.65.169.128/25     172.20.10.2          Vlan11
68.65.175.0/24       172.20.10.2          Vlan11
68.65.175.0/25       172.20.10.2          Vlan11
127.0.0.0/8          drop
128.12.0.0/16        172.20.3.18          Vlan23
128.12.0.2/32        172.20.3.17          Vlan23
128.12.0.3/32        172.20.3.18          Vlan23
128.12.0.16/32       172.20.3.129         Vlan23
128.12.0.17/32       172.20.3.130         Vlan23
128.12.1.16/28       172.20.3.17          Vlan23
128.12.1.80/29       172.20.10.2          Vlan11
128.12.1.88/29       172.20.10.2          Vlan11
128.12.1.248/29      172.20.3.129         Vlan23
128.12.2.0/27        172.20.3.129         Vlan23
128.12.6.0/24        172.20.3.130         Vlan23
128.12.7.0/24        172.20.3.130         Vlan23
128.12.8.0/24        172.20.3.130         Vlan23
128.12.9.0/24        172.20.3.130         Vlan23
128.12.10.0/24       172.20.3.130         Vlan23
128.12.11.0/24       172.20.3.130         Vlan23
128.12.12.0/24       172.20.3.130         Vlan23
128.12.13.0/24       172.20.3.130         Vlan23
128.12.14.0/23       172.20.3.17          Vlan23
128.12.18.0/23       172.20.3.17          Vlan23
128.12.20.0/23       172.20.3.129         Vlan23
128.12.22.0/23       172.20.3.129         Vlan23
128.12.24.0/22       172.20.3.130         Vlan23
128.12.28.0/22       172.20.3.129         Vlan23
128.12.32.0/19       172.20.3.129         Vlan23
128.12.32.0/22       172.20.3.129         Vlan23
128.12.36.0/22       172.20.3.130         Vlan23
128.12.40.0/21       172.20.3.130         Vlan23
128.12.48.0/22       172.20.3.130         Vlan23
128.12.52.0/22       172.20.3.130         Vlan23
128.12.56.0/21       172.20.3.130         Vlan23
128.12.64.0/22       172.20.3.129         Vlan23
128.12.68.0/22       172.20.3.129         Vlan23
128.12.72.0/22       172.20.3.129         Vlan23
128.12.76.0/22       172.20.3.130         Vlan23
128.12.80.0/22       172.20.3.129         Vlan23
128.12.88.0/21       172.20.9.14          Vlan43
128.12.96.0/20       172.20.9.13          Vlan43
128.12.112.0/21      172.20.9.12          Vlan43
128.12.120.0/22      172.20.9.12          Vlan43
128.12.130.0/23      172.20.3.17          Vlan23
128.12.132.0/22      172.20.3.17          Vlan23
128.12.136.0/22      172.20.3.17          Vlan23
128.12.140.0/23      172.20.3.17          Vlan23
128.12.142.0/23      172.20.3.17          Vlan23
128.12.144.0/22      172.20.3.17          Vlan23
128.12.148.0/22      172.20.3.17          Vlan23
128.12.152.0/22      172.20.3.17          Vlan23
128.12.156.0/22      172.20.3.17          Vlan23
128.12.160.0/22      172.20.3.17          Vlan23
128.12.164.0/23      172.20.3.17          Vlan23
128.12.166.0/23      172.20.3.17          Vlan23
128.12.168.0/22      172.20.3.17          Vlan23
128.12.172.0/23      172.20.3.17          Vlan23
128.12.174.0/23      172.20.3.17          Vlan23
128.12.176.0/22      172.20.3.17          Vlan23
128.12.180.0/22      172.20.3.17          Vlan23
128.12.188.0/22      172.20.3.17          Vlan23
128.12.192.0/22      172.20.3.129         Vlan23
128.12.192.0/24      172.20.9.13          Vlan43
128.12.195.0/24      172.20.9.13          Vlan43
128.12.196.0/23      172.20.3.129         Vlan23
128.12.198.0/24      172.20.3.17          Vlan23
128.12.199.0/24      172.20.3.17          Vlan23
128.12.200.0/24      172.20.3.17          Vlan23
128.12.201.0/24      172.20.3.17          Vlan23
128.12.202.0/24      172.20.3.17          Vlan23
128.12.204.0/22      172.20.9.13          Vlan43
128.12.208.0/21      172.20.9.14          Vlan43
128.12.216.0/22      172.20.9.14          Vlan43
128.12.220.0/23      172.20.9.14          Vlan43
128.12.222.0/23      172.20.3.17          Vlan23
128.12.224.0/23      172.20.3.17          Vlan23
128.12.226.0/23      172.20.3.17          Vlan23
128.12.228.0/23      172.20.3.17          Vlan23
128.12.230.0/23      172.20.3.17          Vlan23
128.12.232.0/23      172.20.3.17          Vlan23
128.12.234.0/23      172.20.3.17          Vlan23
128.12.236.0/23      172.20.3.17          Vlan23
128.12.238.0/23      172.20.3.17          Vlan23
128.12.240.0/22      172.20.3.129         Vlan23
128.12.244.0/22      172.20.3.129         Vlan23
128.12.248.0/22      172.20.3.129         Vlan23
128.12.252.0/22      172.20.9.13          Vlan43
134.79.0.0/16        172.20.10.2          Vlan11
137.164.27.60/30     172.20.10.2          Vlan11
171.64.0.0/14        attached             Null0
171.64.0.17/32       171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.0.18/32       172.20.6.129         Vlan3
171.64.0.19/32       171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.0.24/32       172.20.6.11          Vlan3
171.64.0.38/32       172.20.10.2          Vlan11
171.64.0.50/32       172.20.6.11          Vlan3
171.64.0.96/32       172.20.10.2          Vlan11
171.64.0.97/32       171.64.1.30          GigabitEthernet4/4.18
171.64.0.102/32      172.20.10.2          Vlan11
171.64.0.104/29      172.20.10.2          Vlan11
171.64.0.104/32      172.20.6.11          Vlan3
171.64.0.106/32      172.20.10.2          Vlan11
171.64.0.107/32      172.20.6.2           Vlan3
171.64.0.109/32      172.20.6.2           Vlan3
171.64.0.110/32      172.20.10.2          Vlan11
171.64.0.119/32      172.20.10.2          Vlan11
171.64.0.121/32      172.20.10.2          Vlan11
171.64.0.124/32      172.20.10.2          Vlan11
171.64.0.125/32      receive              Loopback0
171.64.0.126/32      171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.1.1/32        171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.1.4/30        171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.1.8/29        attached             Vlan592
171.64.1.8/32        receive              Vlan592
171.64.1.9/32        attached             Vlan592
171.64.1.10/32       receive              Vlan592
171.64.1.15/32       receive              Vlan592
171.64.1.16/30       172.20.10.2          Vlan11
171.64.1.20/30       172.20.10.2          Vlan11
171.64.1.24/30       attached             GigabitEthernet4/4.17
171.64.1.24/32       receive              GigabitEthernet4/4.17
171.64.1.25/32       receive              GigabitEthernet4/4.17
171.64.1.26/32       attached             GigabitEthernet4/4.17
171.64.1.27/32       receive              GigabitEthernet4/4.17
171.64.1.28/30       attached             GigabitEthernet4/4.18
171.64.1.28/32       receive              GigabitEthernet4/4.18
171.64.1.29/32       receive              GigabitEthernet4/4.18
171.64.1.30/32       attached             GigabitEthernet4/4.18
171.64.1.31/32       receive              GigabitEthernet4/4.18
171.64.1.32/28       172.20.10.2          Vlan11
171.64.1.48/28       172.20.10.2          Vlan11
171.64.1.96/30       172.20.10.2          Vlan11
171.64.1.100/30      172.20.10.2          Vlan11
171.64.1.104/30      attached             Vlan93
171.64.1.104/32      receive              Vlan93
171.64.1.105/32      receive              Vlan93
171.64.1.106/32      attached             Vlan93
171.64.1.107/32      receive              Vlan93
171.64.1.108/30      attached             Vlan94
171.64.1.108/32      receive              Vlan94
171.64.1.109/32      receive              Vlan94
171.64.1.110/32      attached             Vlan94
171.64.1.111/32      receive              Vlan94
171.64.1.128/28      attached             Vlan9
171.64.1.128/32      receive              Vlan9
171.64.1.133/32      attached             Vlan9
171.64.1.136/32      receive              Vlan9
171.64.1.143/32      receive              Vlan9
171.64.1.144/28      attached             Vlan590
171.64.1.144/32      receive              Vlan590
171.64.1.152/32      attached             Vlan590
171.64.1.155/32      receive              Vlan590
171.64.1.159/32      receive              Vlan590
171.64.1.160/27      171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.1.192/27      attached             Vlan9
171.64.1.192/32      receive              Vlan9
171.64.1.197/32      attached             Vlan9
171.64.1.200/32      receive              Vlan9
171.64.1.223/32      receive              Vlan9
171.64.1.232/30      171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.1.236/30      171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.1.240/28      171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.2.0/26        172.20.6.65          Vlan3
171.64.2.128/27      172.20.6.65          Vlan3
171.64.2.192/29      172.20.10.2          Vlan11
171.64.2.200/29      172.20.6.161         Vlan3
171.64.7.0/27        172.20.7.33          Vlan3
171.64.7.32/27       171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.64.7.64/27       172.20.7.33          Vlan3
171.64.7.96/27       172.20.7.33          Vlan3
171.64.7.128/26      172.20.7.33          Vlan3
171.64.7.216/29      172.20.7.33          Vlan3
171.64.7.232/29      172.20.7.33          Vlan3
171.64.7.240/29      172.20.7.33          Vlan3
171.64.8.0/23        172.20.6.193         Vlan3
171.64.10.0/23       172.20.7.33          Vlan3
171.64.12.0/25       172.20.6.193         Vlan3
171.64.12.128/26     172.20.6.193         Vlan3
171.64.13.0/24       172.20.7.33          Vlan3
171.64.14.0/24       172.20.7.33          Vlan3
171.64.15.0/27       172.20.6.129         Vlan3
171.64.15.32/27      172.20.6.129         Vlan3
171.64.15.64/27      172.20.6.129         Vlan3
171.64.15.96/27      172.20.6.129         Vlan3
171.64.15.160/27     172.20.6.129         Vlan3
171.64.15.192/27     172.20.6.193         Vlan3
171.64.15.224/27     172.20.6.193         Vlan3
171.64.16.0/25       172.20.6.193         Vlan3
171.64.16.128/25     172.20.6.193         Vlan3
171.64.17.0/27       172.20.7.33          Vlan3
171.64.17.64/27      172.20.6.193         Vlan3
171.64.17.128/27     172.20.6.193         Vlan3
171.64.17.208/29     172.20.7.33          Vlan3
171.64.17.240/28     172.20.6.193         Vlan3
171.64.18.0/23       172.20.6.193         Vlan3
171.64.20.0/23       172.20.7.225         Vlan3
171.64.22.0/23       172.20.6.193         Vlan3
171.64.24.0/24       172.20.6.193         Vlan3
171.64.25.0/24       172.20.6.193         Vlan3
171.64.26.0/24       172.20.6.193         Vlan3
171.64.27.0/24       172.20.6.193         Vlan3
171.64.28.0/24       172.20.6.161         Vlan3
171.64.29.0/24       172.20.6.161         Vlan3
171.64.30.0/24       172.20.6.161         Vlan3
171.64.31.0/25       172.20.6.161         Vlan3
171.64.31.128/27     172.20.6.161         Vlan3
171.64.32.0/24       172.20.6.225         Vlan3
171.64.33.0/24       172.20.6.225         Vlan3
171.64.34.0/24       172.20.6.225         Vlan3
171.64.35.0/24       172.20.6.225         Vlan3
171.64.36.0/23       172.20.6.225         Vlan3
171.64.38.0/24       172.20.6.225         Vlan3
171.64.39.0/24       172.20.6.225         Vlan3
171.64.40.0/23       172.20.6.225         Vlan3
171.64.42.0/24       172.20.6.225         Vlan3
171.64.43.0/24       172.20.6.225         Vlan3
171.64.44.0/24       172.20.6.225         Vlan3
171.64.45.0/24       172.20.6.225         Vlan3
171.64.47.0/25       172.20.6.225         Vlan3
171.64.48.0/24       172.20.6.65          Vlan3
171.64.49.0/24       172.20.6.65          Vlan3
171.64.50.0/24       172.20.6.65          Vlan3
171.64.51.0/24       172.20.6.65          Vlan3
171.64.52.0/22       172.20.6.65          Vlan3
171.64.56.0/22       172.20.6.65          Vlan3
171.64.60.0/22       172.20.6.65          Vlan3
171.64.64.0/24       172.20.6.129         Vlan3
171.64.65.0/24       172.20.6.129         Vlan3
171.64.66.0/24       172.20.6.129         Vlan3
171.64.67.0/24       172.20.6.129         Vlan3
171.64.68.0/23       172.20.6.129         Vlan3
171.64.70.0/24       172.20.6.129         Vlan3
171.64.71.0/24       172.20.6.129         Vlan3
171.64.72.0/24       172.20.6.129         Vlan3
171.64.73.0/24       172.20.6.129         Vlan3
171.64.74.0/24       172.20.6.129         Vlan3
171.64.75.0/24       172.20.6.129         Vlan3
171.64.76.0/24       172.20.6.129         Vlan3
171.64.77.0/24       172.20.6.129         Vlan3
171.64.78.0/24       172.20.6.129         Vlan3
171.64.79.0/24       172.20.6.129         Vlan3
171.64.79.128/28     172.20.6.129         Vlan3
171.64.84.0/22       172.20.6.65          Vlan3
171.64.88.0/24       172.20.6.129         Vlan3
171.64.89.0/24       172.20.6.129         Vlan3
171.64.90.0/23       172.20.6.129         Vlan3
171.64.92.0/23       172.20.6.129         Vlan3
171.64.94.0/24       172.20.6.129         Vlan3
171.64.95.0/24       172.20.6.129         Vlan3
171.64.96.0/23       172.20.6.129         Vlan3
171.64.98.0/24       172.20.6.129         Vlan3
171.64.99.0/24       172.20.6.129         Vlan3
171.64.100.0/23      172.20.6.129         Vlan3
171.64.102.0/24      172.20.6.65          Vlan3
171.64.103.0/24      172.20.6.65          Vlan3
171.64.104.0/24      172.20.6.65          Vlan3
171.64.108.0/23      172.20.6.65          Vlan3
171.64.110.0/23      172.20.6.65          Vlan3
171.64.112.0/23      172.20.6.65          Vlan3
171.64.115.0/24      172.20.6.65          Vlan3
171.64.116.0/23      172.20.6.65          Vlan3
171.64.118.0/24      172.20.6.65          Vlan3
171.64.119.0/24      172.20.6.65          Vlan3
171.64.120.0/23      172.20.6.65          Vlan3
171.64.122.0/23      172.20.6.65          Vlan3
171.64.124.0/23      172.20.6.65          Vlan3
171.64.126.0/23      172.20.6.65          Vlan3
171.64.144.0/24      172.20.6.161         Vlan3
171.64.145.0/24      172.20.6.161         Vlan3
171.64.146.0/24      172.20.6.161         Vlan3
171.64.147.0/25      172.20.6.161         Vlan3
171.64.147.128/26    172.20.6.161         Vlan3
171.64.147.192/26    172.20.6.161         Vlan3
171.64.148.0/22      172.20.6.161         Vlan3
171.64.152.0/23      172.20.6.161         Vlan3
171.64.154.0/23      172.20.6.161         Vlan3
171.64.156.0/24      172.20.6.161         Vlan3
171.64.157.0/25      172.20.6.161         Vlan3
171.64.157.128/25    172.20.6.161         Vlan3
171.64.158.0/24      172.20.6.161         Vlan3
171.64.159.0/24      172.20.6.161         Vlan3
171.64.160.0/22      172.20.6.65          Vlan3
171.64.164.0/23      172.20.6.65          Vlan3
171.64.166.0/24      172.20.6.65          Vlan3
171.64.167.0/24      172.20.6.65          Vlan3
171.64.168.0/21      172.20.6.225         Vlan3
171.64.176.0/22      172.20.6.225         Vlan3
171.64.180.0/24      172.20.6.225         Vlan3
171.64.181.0/25      172.20.6.225         Vlan3
171.64.181.128/25    172.20.6.225         Vlan3
171.64.182.0/24      172.20.6.225         Vlan3
171.64.183.0/24      172.20.6.225         Vlan3
171.64.184.0/21      172.20.6.225         Vlan3
171.64.192.0/24      172.20.6.225         Vlan3
171.64.194.0/23      172.20.6.225         Vlan3
171.64.196.0/24      172.20.6.225         Vlan3
171.64.197.0/24      172.20.6.225         Vlan3
171.64.198.0/23      172.20.6.225         Vlan3
171.64.200.0/23      172.20.6.225         Vlan3
171.64.202.0/23      172.20.6.225         Vlan3
171.64.204.0/24      172.20.6.225         Vlan3
171.64.205.0/24      172.20.6.225         Vlan3
171.64.206.0/24      172.20.6.225         Vlan3
171.64.207.0/25      172.20.6.225         Vlan3
171.64.207.128/26    172.20.6.225         Vlan3
171.64.208.0/21      172.20.6.225         Vlan3
171.64.216.0/24      172.20.6.161         Vlan3
171.64.217.0/24      172.20.6.161         Vlan3
171.64.218.0/24      172.20.6.161         Vlan3
171.64.219.0/25      172.20.6.161         Vlan3
171.64.219.128/25    172.20.6.161         Vlan3
171.64.220.0/22      172.20.6.161         Vlan3
171.64.226.0/23      172.20.6.161         Vlan3
171.64.228.0/24      172.20.6.161         Vlan3
171.64.229.0/24      172.20.6.161         Vlan3
171.64.230.0/24      172.20.6.161         Vlan3
171.64.232.0/23      172.20.6.161         Vlan3
171.64.234.0/24      172.20.6.161         Vlan3
171.64.238.0/23      172.20.6.161         Vlan3
171.64.240.0/22      172.20.6.161         Vlan3
171.64.244.0/24      172.20.6.161         Vlan3
171.64.245.0/24      172.20.6.161         Vlan3
171.64.246.0/23      172.20.6.161         Vlan3
171.64.248.128/25    172.20.6.193         Vlan3
171.64.249.0/24      171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.0/25      172.20.6.193         Vlan3
171.64.250.144/29    171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.176/29    171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.184/29    171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.192/29    171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.208/29    171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.216/29    171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.64.250.224/27    172.20.6.193         Vlan3
171.64.251.0/24      172.20.6.193         Vlan3
171.64.253.0/24      172.20.6.161         Vlan3
171.64.254.0/24      172.20.6.193         Vlan3
171.64.255.128/26    172.20.10.2          Vlan11
171.65.0.0/16        172.20.6.97          Vlan3
171.65.1.128/26      172.20.6.97          Vlan3
171.65.1.192/26      172.20.6.97          Vlan3
171.65.2.0/27        172.20.6.97          Vlan3
171.65.2.48/28       172.20.6.97          Vlan3
171.65.2.128/27      172.20.6.97          Vlan3
171.65.3.64/26       172.20.6.97          Vlan3
171.65.3.128/25      172.20.6.97          Vlan3
171.65.4.0/22        172.20.6.97          Vlan3
171.65.8.0/22        172.20.6.97          Vlan3
171.65.12.0/22       172.20.6.97          Vlan3
171.65.16.0/22       172.20.6.97          Vlan3
171.65.20.0/22       172.20.6.97          Vlan3
171.65.24.0/22       172.20.6.97          Vlan3
171.65.28.0/22       172.20.6.97          Vlan3
171.65.32.0/23       172.20.6.97          Vlan3
171.65.34.0/23       172.20.6.97          Vlan3
171.65.36.0/22       172.20.6.97          Vlan3
171.65.40.0/26       172.20.6.97          Vlan3
171.65.40.64/28      172.20.6.97          Vlan3
171.65.40.80/28      172.20.6.97          Vlan3
171.65.40.96/27      172.20.6.97          Vlan3
171.65.40.128/26     172.20.6.97          Vlan3
171.65.40.192/26     172.20.6.97          Vlan3
171.65.41.0/24       172.20.6.97          Vlan3
171.65.48.0/22       172.20.6.97          Vlan3
171.65.52.0/23       172.20.6.97          Vlan3
171.65.54.0/23       172.20.6.97          Vlan3
171.65.56.0/23       172.20.6.97          Vlan3
171.65.58.0/23       172.20.6.97          Vlan3
171.65.60.0/22       172.20.6.97          Vlan3
171.65.66.0/23       172.20.6.97          Vlan3
171.65.68.0/23       172.20.6.97          Vlan3
171.65.71.0/25       172.20.6.97          Vlan3
171.65.71.128/27     172.20.6.97          Vlan3
171.65.71.192/26     172.20.6.97          Vlan3
171.65.76.0/23       172.20.6.97          Vlan3
171.65.79.0/24       172.20.6.97          Vlan3
171.65.80.0/23       172.20.6.97          Vlan3
171.65.82.0/23       172.20.6.97          Vlan3
171.65.84.0/22       172.20.6.97          Vlan3
171.65.88.0/22       172.20.6.97          Vlan3
171.65.92.0/22       172.20.6.97          Vlan3
171.65.96.0/23       172.20.6.97          Vlan3
171.65.98.0/24       172.20.6.97          Vlan3
171.65.99.0/24       172.20.6.97          Vlan3
171.65.100.0/24      172.20.6.97          Vlan3
171.65.101.0/24      172.20.6.97          Vlan3
171.65.102.0/23      172.20.6.97          Vlan3
171.65.106.0/23      172.20.6.97          Vlan3
171.65.108.0/23      172.20.6.97          Vlan3
171.65.110.0/23      172.20.6.97          Vlan3
171.65.114.128/25    172.20.6.97          Vlan3
171.65.115.0/24      172.20.6.97          Vlan3
171.65.120.0/22      172.20.6.97          Vlan3
171.65.126.0/25      172.20.6.97          Vlan3
171.65.127.0/24      172.20.6.97          Vlan3
171.65.160.0/22      172.20.6.97          Vlan3
171.65.164.0/22      172.20.6.97          Vlan3
171.65.176.0/28      172.20.6.97          Vlan3
171.66.0.0/24        172.20.10.2          Vlan11
171.66.1.1/32        171.64.1.9           Vlan592
                     172.20.10.2          Vlan11
                     172.20.10.6          Vlan11
171.66.1.32/28       attached             Vlan66
171.66.1.32/32       receive              Vlan66
171.66.1.33/32       receive              Vlan66
171.66.1.34/32       attached             Vlan66
171.66.1.35/32       attached             Vlan66
171.66.1.39/32       attached             Vlan66
171.66.1.47/32       receive              Vlan66
171.66.1.64/28       attached             GigabitEthernet4/6
171.66.1.64/32       receive              GigabitEthernet4/6
171.66.1.65/32       attached             GigabitEthernet4/6
171.66.1.71/32       attached             GigabitEthernet4/6
171.66.1.72/32       attached             GigabitEthernet4/6
171.66.1.73/32       attached             GigabitEthernet4/6
171.66.1.74/32       receive              GigabitEthernet4/6
171.66.1.79/32       receive              GigabitEthernet4/6
171.66.1.128/29      172.20.10.2          Vlan11
171.66.1.160/29      171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.66.1.192/27      172.20.7.33          Vlan3
171.66.1.224/28      172.20.10.2          Vlan11
171.66.1.248/29      171.64.1.9           Vlan592
                     172.20.10.6          Vlan11
171.66.2.16/28       172.20.10.2          Vlan11
171.66.2.64/26       172.20.10.2          Vlan11
171.66.3.0/24        172.20.10.2          Vlan11
171.66.4.32/27       172.20.3.17          Vlan23
171.66.4.64/27       172.20.6.65          Vlan3
171.66.4.96/27       172.20.6.97          Vlan3
