Prefix               Next Hop             Interface
171.64.12.128/26     attached             Vlan289
171.64.12.128/32     receive              Vlan289
171.64.12.130/32     attached             Vlan289
171.64.12.131/32     receive              Vlan289
171.64.12.191/32     receive              Vlan289
171.64.13.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.14.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.15.0/27       172.20.4.1           TenGigabitEthernet3/1.2
171.64.15.32/27      172.20.4.1           TenGigabitEthernet3/1.2
171.64.15.64/27      172.20.4.1           TenGigabitEthernet3/1.2
171.64.15.96/27      172.20.4.1           TenGigabitEthernet3/1.2
171.64.15.160/27     172.20.4.1           TenGigabitEthernet3/1.2
171.64.15.192/27     attached             Vlan297
171.64.15.192/32     receive              Vlan297
171.64.15.195/32     receive              Vlan297
171.64.15.214/32     attached             Vlan297
171.64.15.223/32     receive              Vlan297
171.64.15.224/27     attached             Vlan298
171.64.15.224/32     receive              Vlan298
171.64.15.227/32     attached             Vlan298
171.64.15.232/32     receive              Vlan298
171.64.15.255/32     receive              Vlan298
171.64.16.0/25       172.20.10.195        Vlan10
171.64.16.1/32       172.20.10.195        Vlan10
171.64.16.128/25     172.20.10.195        Vlan10
171.64.16.129/32     172.20.10.195        Vlan10
171.64.17.0/27       172.20.4.1           TenGigabitEthernet3/1.2
171.64.17.64/27      attached             Vlan840
171.64.17.64/32      receive              Vlan840
171.64.17.91/32      attached             Vlan840
171.64.17.92/32      receive              Vlan840
171.64.17.95/32      receive              Vlan840
171.64.17.128/27     attached             Vlan830
171.64.17.128/32     receive              Vlan830
171.64.17.131/32     attached             Null0
171.64.17.132/32     attached             Vlan830
171.64.17.143/32     attached             Vlan830
171.64.17.146/32     attached             Null0
171.64.17.152/32     attached             Vlan830
171.64.17.153/32     attached             Vlan830
171.64.17.157/32     attached             Vlan830
171.64.17.158/32     receive              Vlan830
171.64.17.159/32     receive              Vlan830
171.64.17.208/29     172.20.4.1           TenGigabitEthernet3/1.2
171.64.17.216/29     attached             Vlan850
171.64.17.216/32     receive              Vlan850
171.64.17.218/32     attached             Vlan850
171.64.17.219/32     receive              Vlan850
171.64.17.223/32     receive              Vlan850
171.64.17.224/28     attached             Vlan850
171.64.17.224/32     receive              Vlan850
171.64.17.227/32     receive              Vlan850
171.64.17.239/32     receive              Vlan850
171.64.17.240/28     attached             Vlan860
171.64.17.240/32     receive              Vlan860
171.64.17.253/32     attached             Vlan860
171.64.17.254/32     receive              Vlan860
171.64.17.255/32     receive              Vlan860
171.64.18.0/23       172.20.10.195        Vlan10
171.64.18.1/32       172.20.10.195        Vlan10
171.64.20.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.64.22.0/23       172.20.10.195        Vlan10
171.64.22.1/32       172.20.10.195        Vlan10
171.64.24.0/24       172.20.10.195        Vlan10
171.64.24.1/32       172.20.10.195        Vlan10
171.64.25.0/24       172.20.10.195        Vlan10
171.64.25.1/32       172.20.10.195        Vlan10
171.64.26.0/24       172.20.10.195        Vlan10
171.64.26.1/32       172.20.10.195        Vlan10
171.64.27.0/24       172.20.10.195        Vlan10
171.64.27.1/32       172.20.10.195        Vlan10
171.64.28.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.29.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.30.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.31.0/25       172.20.4.1           TenGigabitEthernet3/1.2
171.64.31.128/27     172.20.4.1           TenGigabitEthernet3/1.2
171.64.32.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.33.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.34.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.35.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.36.0/23       172.20.4.225         TenGigabitEthernet3/1.2
171.64.38.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.39.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.40.0/23       172.20.4.225         TenGigabitEthernet3/1.2
171.64.42.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.43.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.44.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.45.0/24       172.20.4.225         TenGigabitEthernet3/1.2
171.64.47.0/25       172.20.4.225         TenGigabitEthernet3/1.2
171.64.48.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.49.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.50.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.51.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.52.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.64.56.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.64.60.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.64.64.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.65.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.66.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.67.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.68.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.64.70.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.71.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.72.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.73.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.74.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.75.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.76.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.77.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.78.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.79.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.79.128/28     172.20.4.1           TenGigabitEthernet3/1.2
171.64.84.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.64.88.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.89.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.90.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.64.92.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.64.94.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.95.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.96.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.64.98.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.99.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.64.100.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.102.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.103.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.104.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.108.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.110.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.112.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.115.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.116.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.118.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.119.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.120.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.122.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.124.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.126.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.144.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.145.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.146.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.147.0/25      172.20.4.1           TenGigabitEthernet3/1.2
171.64.147.128/26    172.20.4.1           TenGigabitEthernet3/1.2
171.64.147.192/26    172.20.4.1           TenGigabitEthernet3/1.2
171.64.148.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.64.152.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.154.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.156.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.157.0/25      172.20.4.1           TenGigabitEthernet3/1.2
171.64.157.128/25    172.20.4.1           TenGigabitEthernet3/1.2
171.64.158.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.159.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.160.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.64.164.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.166.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.167.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.168.0/21      172.20.4.225         TenGigabitEthernet3/1.2
171.64.176.0/22      172.20.4.225         TenGigabitEthernet3/1.2
171.64.180.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.181.0/25      172.20.4.225         TenGigabitEthernet3/1.2
171.64.181.128/25    172.20.4.225         TenGigabitEthernet3/1.2
171.64.182.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.183.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.184.0/21      172.20.4.225         TenGigabitEthernet3/1.2
171.64.192.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.194.0/23      172.20.4.225         TenGigabitEthernet3/1.2
171.64.196.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.197.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.198.0/23      172.20.4.225         TenGigabitEthernet3/1.2
171.64.200.0/23      172.20.4.225         TenGigabitEthernet3/1.2
171.64.202.0/23      172.20.4.225         TenGigabitEthernet3/1.2
171.64.204.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.205.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.206.0/24      172.20.4.225         TenGigabitEthernet3/1.2
171.64.207.0/25      172.20.4.225         TenGigabitEthernet3/1.2
171.64.207.128/26    172.20.4.225         TenGigabitEthernet3/1.2
171.64.208.0/21      172.20.4.225         TenGigabitEthernet3/1.2
171.64.216.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.217.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.218.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.219.0/25      172.20.4.1           TenGigabitEthernet3/1.2
171.64.219.128/25    172.20.4.1           TenGigabitEthernet3/1.2
171.64.220.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.64.226.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.228.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.229.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.230.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.232.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.234.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.238.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.240.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.64.244.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.245.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.246.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.64.248.128/25    172.20.10.195        Vlan10
171.64.248.129/32    172.20.10.195        Vlan10
171.64.250.0/25      172.20.10.195        Vlan10
171.64.250.1/32      172.20.10.195        Vlan10
171.64.250.224/27    172.20.10.195        Vlan10
171.64.250.225/32    172.20.10.195        Vlan10
171.64.251.0/24      attached             Vlan790
171.64.251.0/32      receive              Vlan790
171.64.251.2/32      attached             Vlan790
171.64.251.3/32      receive              Vlan790
171.64.251.11/32     attached             Vlan790
171.64.251.13/32     attached             Vlan790
171.64.251.18/32     attached             Vlan790
171.64.251.22/32     attached             Vlan790
171.64.251.23/32     attached             Vlan790
171.64.251.24/32     attached             Vlan790
171.64.251.31/32     attached             Vlan790
171.64.251.32/32     attached             Vlan790
171.64.251.37/32     attached             Vlan790
171.64.251.39/32     attached             Vlan790
171.64.251.41/32     attached             Vlan790
171.64.251.43/32     attached             Vlan790
171.64.251.44/32     attached             Vlan790
171.64.251.55/32     attached             Vlan790
171.64.251.56/32     attached             Vlan790
171.64.251.57/32     attached             Vlan790
171.64.251.62/32     attached             Vlan790
171.64.251.64/32     attached             Vlan790
171.64.251.70/32     attached             Vlan790
171.64.251.73/32     attached             Vlan790
171.64.251.77/32     attached             Vlan790
171.64.251.81/32     attached             Vlan790
171.64.251.84/32     attached             Vlan790
171.64.251.88/32     attached             Vlan790
171.64.251.93/32     attached             Vlan790
171.64.251.94/32     attached             Vlan790
171.64.251.98/32     attached             Vlan790
171.64.251.108/32    attached             Vlan790
171.64.251.111/32    attached             Vlan790
171.64.251.116/32    attached             Vlan790
171.64.251.118/32    attached             Vlan790
171.64.251.129/32    attached             Vlan790
171.64.251.132/32    attached             Vlan790
171.64.251.135/32    attached             Vlan790
171.64.251.138/32    attached             Vlan790
171.64.251.140/32    attached             Vlan790
171.64.251.145/32    attached             Vlan790
171.64.251.146/32    attached             Vlan790
171.64.251.148/32    attached             Vlan790
171.64.251.151/32    attached             Vlan790
171.64.251.152/32    attached             Vlan790
171.64.251.155/32    attached             Vlan790
171.64.251.158/32    attached             Vlan790
171.64.251.162/32    attached             Vlan790
171.64.251.164/32    attached             Vlan790
171.64.251.177/32    attached             Vlan790
171.64.251.178/32    attached             Vlan790
171.64.251.181/32    attached             Vlan790
171.64.251.182/32    attached             Vlan790
171.64.251.185/32    attached             Vlan790
171.64.251.190/32    attached             Vlan790
171.64.251.197/32    attached             Vlan790
171.64.251.208/32    attached             Vlan790
171.64.251.212/32    attached             Vlan790
171.64.251.219/32    attached             Vlan790
171.64.251.220/32    attached             Vlan790
171.64.251.221/32    attached             Vlan790
171.64.251.222/32    attached             Vlan790
171.64.251.223/32    attached             Vlan790
171.64.251.225/32    attached             Vlan790
171.64.251.226/32    attached             Vlan790
171.64.251.230/32    attached             Vlan790
171.64.251.235/32    attached             Vlan790
171.64.251.238/32    attached             Vlan790
171.64.251.240/32    attached             Vlan790
171.64.251.241/32    attached             Vlan790
171.64.251.244/32    attached             Vlan790
171.64.251.252/32    attached             Vlan790
171.64.251.255/32    receive              Vlan790
171.64.253.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.64.254.0/24      172.20.10.195        Vlan10
171.64.254.1/32      172.20.10.195        Vlan10
171.64.255.128/26    attached             TenGigabitEthernet3/1.2
171.64.255.128/32    receive              TenGigabitEthernet3/1.2
171.64.255.129/32    attached             TenGigabitEthernet3/1.2
171.64.255.136/32    attached             TenGigabitEthernet3/1.2
171.64.255.137/32    attached             TenGigabitEthernet3/1.2
171.64.255.140/32    attached             TenGigabitEthernet3/1.2
171.64.255.141/32    attached             TenGigabitEthernet3/1.2
171.64.255.144/32    attached             TenGigabitEthernet3/1.2
171.64.255.145/32    attached             TenGigabitEthernet3/1.2
171.64.255.148/32    attached             TenGigabitEthernet3/1.2
171.64.255.149/32    attached             TenGigabitEthernet3/1.2
171.64.255.152/32    attached             TenGigabitEthernet3/1.2
171.64.255.153/32    receive              TenGigabitEthernet3/1.2
171.64.255.156/32    attached             TenGigabitEthernet3/1.2
171.64.255.157/32    attached             TenGigabitEthernet3/1.2
171.64.255.164/32    attached             TenGigabitEthernet3/1.2
171.64.255.165/32    attached             TenGigabitEthernet3/1.2
171.64.255.191/32    receive              TenGigabitEthernet3/1.2
171.65.0.0/16        172.20.4.1           TenGigabitEthernet3/1.2
171.65.1.128/26      172.20.4.1           TenGigabitEthernet3/1.2
171.65.1.192/26      172.20.4.1           TenGigabitEthernet3/1.2
171.65.2.0/27        172.20.4.1           TenGigabitEthernet3/1.2
171.65.2.48/28       172.20.4.1           TenGigabitEthernet3/1.2
171.65.2.128/27      172.20.4.1           TenGigabitEthernet3/1.2
171.65.3.64/26       172.20.4.1           TenGigabitEthernet3/1.2
171.65.3.128/25      172.20.4.1           TenGigabitEthernet3/1.2
171.65.4.0/22        172.20.4.1           TenGigabitEthernet3/1.2
171.65.8.0/22        172.20.4.1           TenGigabitEthernet3/1.2
171.65.12.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.16.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.20.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.24.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.28.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.32.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.34.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.36.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.40.0/26       172.20.4.1           TenGigabitEthernet3/1.2
171.65.40.64/28      172.20.4.1           TenGigabitEthernet3/1.2
171.65.40.80/28      172.20.4.1           TenGigabitEthernet3/1.2
171.65.40.96/27      172.20.4.1           TenGigabitEthernet3/1.2
171.65.40.128/26     172.20.4.1           TenGigabitEthernet3/1.2
171.65.40.192/26     172.20.4.1           TenGigabitEthernet3/1.2
171.65.41.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.65.48.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.52.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.54.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.56.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.58.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.60.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.66.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.68.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.71.0/25       172.20.4.1           TenGigabitEthernet3/1.2
171.65.71.128/27     172.20.4.1           TenGigabitEthernet3/1.2
171.65.71.192/26     172.20.4.1           TenGigabitEthernet3/1.2
171.65.76.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.79.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.65.80.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.82.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.84.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.88.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.92.0/22       172.20.4.1           TenGigabitEthernet3/1.2
171.65.96.0/23       172.20.4.1           TenGigabitEthernet3/1.2
171.65.98.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.65.99.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.65.100.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.65.101.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.65.102.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.65.106.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.65.108.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.65.110.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.65.114.128/25    172.20.4.1           TenGigabitEthernet3/1.2
171.65.115.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.65.120.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.65.126.0/25      172.20.4.1           TenGigabitEthernet3/1.2
171.65.127.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.65.160.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.65.164.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.65.176.0/28      172.20.4.1           TenGigabitEthernet3/1.2
171.66.1.192/27      172.20.4.1           TenGigabitEthernet3/1.2
171.66.4.64/27       172.20.4.1           TenGigabitEthernet3/1.2
171.66.4.96/27       172.20.4.1           TenGigabitEthernet3/1.2
171.66.4.128/29      172.20.4.1           TenGigabitEthernet3/1.2
171.66.4.160/29      172.20.4.1           TenGigabitEthernet3/1.2
171.66.4.192/27      attached             Null0
171.66.4.216/29      attached             Vlan207
171.66.4.216/32      receive              Vlan207
171.66.4.218/32      attached             Vlan207
171.66.4.219/32      receive              Vlan207
171.66.4.220/32      attached             Vlan207
171.66.4.223/32      receive              Vlan207
171.66.4.224/27      172.20.4.225         TenGigabitEthernet3/1.2
171.66.7.0/24        172.20.10.195        Vlan10
171.66.7.1/32        172.20.10.195        Vlan10
171.66.66.64/28      attached             Vlan824
171.66.66.64/32      receive              Vlan824
171.66.66.74/32      attached             Vlan824
171.66.66.75/32      receive              Vlan824
171.66.66.79/32      receive              Vlan824
171.66.66.80/28      172.20.4.1           TenGigabitEthernet3/1.2
171.66.66.96/28      172.20.4.1           TenGigabitEthernet3/1.2
171.66.66.128/26     172.20.10.195        Vlan10
171.66.66.129/32     172.20.10.195        Vlan10
171.66.67.128/26     172.20.10.195        Vlan10
171.66.67.129/32     172.20.10.195        Vlan10
171.66.67.192/26     attached             Vlan980
171.66.67.192/32     receive              Vlan980
171.66.67.194/32     attached             Vlan980
171.66.67.195/32     receive              Vlan980
171.66.67.205/32     attached             Vlan980
171.66.67.255/32     receive              Vlan980
171.66.68.0/22       172.20.10.195        Vlan10
171.66.68.1/32       172.20.10.195        Vlan10
171.66.78.0/24       172.20.4.1           TenGigabitEthernet3/1.2
171.66.79.192/26     172.20.4.1           TenGigabitEthernet3/1.2
171.66.112.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.66.116.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.66.118.0/25      172.20.4.1           TenGigabitEthernet3/1.2
171.66.118.216/29    172.20.4.1           TenGigabitEthernet3/1.2
171.66.118.224/27    172.20.4.1           TenGigabitEthernet3/1.2
171.66.120.0/21      172.20.4.1           TenGigabitEthernet3/1.2
171.66.128.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.66.136.0/22      172.20.4.225         TenGigabitEthernet3/1.2
171.66.144.0/21      172.20.4.1           TenGigabitEthernet3/1.2
171.66.224.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.66.228.0/22      172.20.4.1           TenGigabitEthernet3/1.2
171.66.232.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.66.236.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.66.237.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.66.238.0/24      172.20.4.1           TenGigabitEthernet3/1.2
171.66.240.0/24      172.20.10.195        Vlan10
171.66.240.1/32      172.20.10.195        Vlan10
171.66.242.0/23      172.20.10.195        Vlan10
171.66.242.1/32      172.20.10.195        Vlan10
171.66.246.0/23      172.20.10.195        Vlan10
171.66.246.1/32      172.20.10.195        Vlan10
171.66.248.0/24      172.20.10.195        Vlan10
171.66.248.1/32      172.20.10.195        Vlan10
171.66.249.0/24      172.20.10.195        Vlan10
171.66.249.1/32      172.20.10.195        Vlan10
171.66.250.64/26     172.20.4.1           TenGigabitEthernet3/1.2
171.66.250.128/26    172.20.4.1           TenGigabitEthernet3/1.2
171.66.250.192/26    172.20.4.1           TenGigabitEthernet3/1.2
171.66.251.0/26      172.20.4.1           TenGigabitEthernet3/1.2
171.66.251.128/26    172.20.10.195        Vlan10
171.66.251.192/26    172.20.4.225         TenGigabitEthernet3/1.2
171.66.252.0/23      172.20.4.1           TenGigabitEthernet3/1.2
171.66.254.192/26    attached             Vlan820
171.66.254.192/32    receive              Vlan820
171.66.254.253/32    attached             Vlan820
171.66.254.254/32    receive              Vlan820
171.66.254.255/32    receive              Vlan820
171.66.255.64/27     172.20.4.1           TenGigabitEthernet3/1.2
171.66.255.96/27     172.20.4.1           TenGigabitEthernet3/1.2
171.66.255.128/26    attached             TenGigabitEthernet2/1.3
171.66.255.128/32    receive              TenGigabitEthernet2/1.3
171.66.255.129/32    attached             TenGigabitEthernet2/1.3
171.66.255.136/32    attached             TenGigabitEthernet2/1.3
171.66.255.141/32    attached             TenGigabitEthernet2/1.3
171.66.255.148/32    attached             TenGigabitEthernet2/1.3
171.66.255.149/32    attached             TenGigabitEthernet2/1.3
